Business Name,Average rating,Number of reviews,Rating Label
Mirador San Fernando,4.5,1153,Excellent
Puglia Lab,4.5,58,Excellent
La Taberna Griega,3.5,231,Average
Restaurante Mi Tierra Urgell,3.5,94,Average
Tanto Monta,4.5,274,Excellent
Restaurante Ciurana,3.0,138,Average
Gastropub Xalupada,4.5,35,Excellent
Restaurant Mar Cala Estancia,4.0,275,Excellent
MAAI,4.5,32,Excellent
Made in Italy Drink'n Food,5.0,26,Excellent
Mandragora Cafe,5.0,32,Excellent
Fol Gourmet Popcorn,5.0,4,Excellent
Cannibal Cantina Bistro,5.0,239,Excellent
Los Cuevas,4.5,404,Excellent
Arco Tapas,4.5,252,Excellent
Flores Gourmet,4.5,1148,Excellent
Genova,4.5,2111,Excellent
El Gato del Cura,4.5,743,Excellent
Estraperlo,4.5,219,Excellent
Hibou Shishas & Cocktails,5.0,7,Excellent
El Club Restaurante Can Pastilla,4.0,95,Excellent
Cafeteria Princess & Mini-Casino,4.5,15,Excellent
Finnegan's Can Pastilla,5.0,14,Excellent
Freeze Rollitos de Helado,5.0,8,Excellent
Shanghai 1930,3.5,119,Average
Hungry Gastro Food Bar,5.0,236,Excellent
Casa Tejada,4.0,37,Excellent
Fonoll Grill,4.5,95,Excellent
Sunset Beach,4.5,31,Excellent
Vuela Tapas & Cocktail Bar,5.0,59,Excellent
El librero tapas restaurante,4.5,665,Excellent
The Doping Club Barcelona,5.0,16,Excellent
El Pasaje Tapas,4.5,4077,Excellent
The Hook - Street Food & Drinks,5.0,210,Excellent
El Pescadito Frito,3.5,95,Average
Restaurante Pirineus Bar&Cuina 1935,4.0,186,Excellent
Ola del Mar,4.5,1043,Excellent
Ispal Restaurante,4.5,635,Excellent
Patas de Gallo,4.5,384,Excellent
La Terrassa de l'Aiguajoc,4.5,50,Excellent
Gigi's Piccolo Ristorante,5.0,171,Excellent
Restaurante El Pescadito,3.5,118,Average
Pizzeria-kebab Antalya,4.5,21,Excellent
ZoomPizza,4.5,219,Excellent
Surf House Secret Spot,5.0,10,Excellent
Medusa Restaurant,4.0,65,Excellent
Finca Campoamor,2.0,54,Poor
La Manon Palma,4.0,30,Excellent
El Almacén,5.0,1185,Excellent
Cerveceria Internacional,4.5,263,Excellent
RAF Bar,4.0,45,Excellent
La Catedra,3.5,167,Average
Maria Sarmiento,4.5,52,Excellent
Wine & Food,4.5,382,Excellent
"""Bros Pizza",4.5,27,Excellent
Es Baret,4.5,420,Excellent
La Chalá,4.5,1447,Excellent
Piscolabis Rambla,3.5,666,Average
La Distributrice Real and Healthy Food,4.0,43,Excellent
CASTIZO tapas bar,4.5,346,Excellent
La Barca de Calderón,4.5,113,Excellent
Alcazar Halal Restaurante,4.5,260,Excellent
Beatnik Palma by Puro,5.0,348,Excellent
The Wolf Tavern,4.5,28,Excellent
Gustar,4.5,487,Excellent
The Buster,4.5,12,Excellent
Paco Pepe Bar,4.5,336,Excellent
Bar Juan Carlos,4.5,118,Excellent
Luca's City Bar,4.5,190,Excellent
Castellar Tapas Bar,4.5,30,Excellent
La Tasca de Mawa,5.0,137,Excellent
Pelayo Bar,4.5,1983,Excellent
Chic&Ole,4.5,351,Excellent
Fervor Palma,4.5,540,Excellent
Via Cafe,4.5,27,Excellent
Freiduria La Isla,4.5,356,Excellent
Ethniko Barcelona,4.5,43,Excellent
Sa Bodegueta,4.5,1138,Excellent
La Gallina Bianca,4.5,1289,Excellent
AMARA Restaurante,5.0,88,Excellent
Asador Bolixe Cocina Esencial,4.5,967,Excellent
PetitBar,4.5,67,Excellent
Temple Natura Café Garden,4.5,248,Excellent
El Pasaje Santa María la Blanca,4.5,647,Excellent
Fera Palma Restaurant,4.5,968,Excellent
Fargo Restaurante,4.5,1072,Excellent
Taberna Mahareta,4.5,864,Excellent
Capitol I,4.0,30,Excellent
Daikiya,5.0,200,Excellent
Parrilla Argentina Kangkawe,4.0,19,Excellent
L'Ambigu,4.5,863,Excellent
Flor de Maig,4.0,152,Excellent
Krishna - Indian Inspired Food,5.0,177,Excellent
Boko,4.0,142,Excellent
Gatsby Barcelona,3.5,524,Average
Velissima,4.0,167,Excellent
BROX Kitchen&drinks Avenidas,5.0,95,Excellent
Pizzeria da Luigi,5.0,611,Excellent
Marmarela Restaurante,3.0,106,Average
Juice Dudes,5.0,48,Excellent
Lavera Restaurant,4.5,27,Excellent
A Vocados,4.0,74,Excellent
Mega Fun Sportsbar La Ribera Mallorca,4.5,5,Excellent
Raimundo Burger,4.5,474,Excellent
Bar Manolo Leon,4.0,304,Excellent
El Mero,4.0,557,Excellent
El Tarantín,4.5,24,Excellent
La Cuadra Del Mano,4.5,402,Excellent
Frijoles Negros Restaurant,4.5,76,Excellent
Santosha,4.5,465,Excellent
La Despensa del Barón,4.5,416,Excellent
3 Restaurante,4.0,59,Excellent
Quadrat Restaurant & Garden,4.5,481,Excellent
Pando Centro,4.0,428,Excellent
Kokka,4.5,79,Excellent
Rawcoco GreenBar Palma,4.5,141,Excellent
Maricucha Restaurante Tapas,4.5,81,Excellent
Abrakadabra Bar,4.5,229,Excellent
Zelai,4.0,689,Excellent
D505,4.5,14,Excellent
Millo Cocina Latina,5.0,386,Excellent
Rivareno,4.5,791,Excellent
Vagabundos Palma,5.0,214,Excellent
Casa Ricardo Antigua Casa Ovidio,4.5,1101,Excellent
La Piemontesa Sevilla,4.0,717,Excellent
iFood,4.5,390,Excellent
Tropical Soul Healthy Point,4.5,20,Excellent
Rincon de Triana,5.0,161,Excellent
L'INFORMAL TACOS,5.0,90,Excellent
UDON Fan,3.5,194,Average
Cuco Cocina,5.0,105,Excellent
La Casa del Tesorero,4.5,909,Excellent
Moncho s House,3.0,120,Average
La Corona,4.5,410,Excellent
"La Tagliatella Comte Sallent, Palma de Mallorca",4.5,567,Excellent
Trattoria Pizzeria la bambina,4.5,226,Excellent
La Cocina China,4.5,300,Excellent
Armonia Pizzeria y Cafeterìa,4.5,527,Excellent
Haddock,5.0,4,Excellent
Rabipelao Gracia,4.0,230,Excellent
El Gallinero De Sandra,4.5,1004,Excellent
Badal Corner ( Mercat de L'Olivar),4.5,1029,Excellent
Pinhan Cafe,3.5,65,Average
Gyoza Bistró,5.0,9,Excellent
Les Artistes bistro francés y más,5.0,98,Excellent
Dirty Office Pizza,4.0,60,Excellent
Bar Agustin & Company,4.5,1288,Excellent
Milonguitas,4.5,722,Excellent
Restaurante Cuba 58,4.0,394,Excellent
BELGIOUS Poble Nou,4.0,136,Excellent
Lucira Gastrobar,5.0,206,Excellent
Juicy Lucy - Diner & Bar,5.0,116,Excellent
Chicarreros Restaurant & Cocktails,4.5,135,Excellent
El Pimenton,4.5,1827,Excellent
Sibarite,5.0,9,Excellent
Andele Terrace,5.0,1 review,Excellent
Antiquari,4.5,392,Excellent
Casa Rafel,4.5,75,Excellent
Bar Galicia,3.5,63,Average
Mama's Corner,4.5,27,Excellent
Agra Tandoori Indian Restaurant,5.0,1144,Excellent
Vermuteria La Gloria,4.5,101,Excellent
Toque De Queda,4.5,558,Excellent
La Sangucheria,4.0,37,Excellent
Madras Indian Restaurant,5.0,230,Excellent
Bazaar Tapas Bar & Restaurant,4.5,328,Excellent
Roca Beach,3.0,32,Average
Labarra Midtown,3.5,159,Average
La Nueva Burguesa,5.0,1229,Excellent
D'estiu,4.0,111,Excellent
FruFrú Gastrobar,4.5,32,Excellent
4 Almas,4.5,135,Excellent
Bendita Salsa,4.5,55,Excellent
Artefacto Grill & Beers,4.5,215,Excellent
Nickel Burger Arenal,4.5,242,Excellent
Jenkin's - Cortes Valencianas,4.0,72,Excellent
Ristorante pizzeria Boccaccio,5.0,154,Excellent
Espira De Foc,3.5,9,Average
Meson Casa Luciano,4.5,153,Excellent
Iguanas Ranas Centro,4.5,1521,Excellent
7 Portes,4.0,8833,Excellent
La Vieja de Jonay Hdez,4.5,208,Excellent
Ena by Carles Abellan,4.0,425,Excellent
Mozzatura,4.5,262,Excellent
Brasamar Restaurante,3.0,193,Average
Casa Maruka,4.5,644,Excellent
Bar Restaurante Andorra,4.0,79,Excellent
Mas39,4.5,226,Excellent
Mirla Blanca,5.0,35,Excellent
Xoriguer,4.5,371,Excellent
Morrofino Wine Restaurant,4.5,332,Excellent
Cuvi,5.0,12,Excellent
Conesa Beer Barcelona,4.5,17,Excellent
Kuna Bistro,5.0,18,Excellent
Sadrassana Restaurant Cocteleria,4.5,1270,Excellent
Umami Tapas and Cocktails Bar,4.5,347,Excellent
El Rampell,4.5,26,Excellent
La Bodega de La Avenida,4.5,502,Excellent
MESÓN ADRIÁN,4.0,63,Excellent
Maria Mandiles,3.5,898,Average
Adrián Quetglas,4.5,1404,Excellent
Sopa De Pedres,4.5,67,Excellent
HARINAS Cocina A Fuego Lento,4.5,161,Excellent
BROX Kitchen&Drinks Santa Catalina,4.5,650,Excellent
The Merchants Palma - Steak & Grill,4.5,304,Excellent
Al Aljibe,4.5,1669,Excellent
Ramen Otaku,4.5,137,Excellent
Basmati Indian Restaurant,4.5,1111,Excellent
Taller de Mar Restaurant,4.5,236,Excellent
La Chaparrita,4.5,747,Excellent
Trobador Rambla Catalunya,3.5,945,Average
Rodizio Churrascaria Ipanema Na Brasa Grill,4.5,114,Excellent
Bar Europa,4.0,845,Excellent
La Rima,4.0,33,Excellent
Restaurante Toque,4.5,2333,Excellent
Jaipur Tandoori Indian Restaurant,4.5,561,Excellent
conTenedor,4.5,1795,Excellent
Contigo,5.0,23,Excellent
Por Estas Calles,4.5,67,Excellent
Ekléctico,5.0,48,Excellent
El Rincon de Rosita,4.5,833,Excellent
Maria Castana Gastrobar,4.0,404,Excellent
The Fish & Chips Shop Gluten Free,5.0,9,Excellent
Bochinche El Chato,4.5,225,Excellent
Isaan Thai Cuisine,4.5,281,Excellent
Restaurante Osteria de Plaça Sant Francesc,4.5,202,Excellent
Aramara Restaurante,4.5,728,Excellent
Noveno B,5.0,87,Excellent
Haveli Indian Restaurant,5.0,44,Excellent
Meson Guadalquivir,4.5,985,Excellent
A ma Maison,4.5,607,Excellent
La Pejiguera,4.5,106,Excellent
Tradevo,4.5,723,Excellent
Restaurante Yiduo,4.0,83,Excellent
Pícaro,4.5,305,Excellent
El Disparate,4.0,326,Excellent
Bom Gosto! Portugal,4.5,353,Excellent
Lacandella,4.5,94,Excellent
Kasui,5.0,84,Excellent
La Bodeguilla,4.5,1160,Excellent
13%,4.5,966,Excellent
Roseto Restaurant Bar,4.5,248,Excellent
La Quesera,4.0,48,Excellent
Blossom,4.5,307,Excellent
Taste of India Indian Restaurant,4.5,465,Excellent
Wineing,4.5,472,Excellent
Milonga’s,4.5,372,Excellent
NURU Restaurant,4.5,278,Excellent
abok2,4.5,75,Excellent
Sandro Restaurante,4.5,1069,Excellent
Lennox the Pub,4.0,92,Excellent
Bunker's,4.5,655,Excellent
Vandal,4.5,527,Excellent
depiKofino,4.5,383,Excellent
Haus,3.5,482,Average
Naan Street Food,4.5,670,Excellent
Duke Restaurant,4.5,882,Excellent
080 Bistro,5.0,60,Excellent
Patio San Eloy - El Salvador,4.5,153,Excellent
Babel Cafe Bar,4.5,36,Excellent
Juan de Juanes,4.5,44,Excellent
La Pepita Burger Bar - Palma,4.5,291,Excellent
La Casa de les Lletres Restaurant,3.5,264,Average
Tablao el Arenal,4.0,301,Excellent
L'Autentic,4.5,22,Excellent
De Tokio a Lima,4.5,390,Excellent
Al Solito Posto,4.0,1209,Excellent
Cokí Triana,4.0,401,Excellent
Restaurante Ons,4.5,204,Excellent
Mundo Iberico,4.5,299,Excellent
La Despensa de Diderot,4.5,308,Excellent
200 Gramos Burger Plaza Cairasco,4.0,478,Excellent
Restaurante Casa Montesdeoca,4.0,434,Excellent
Restaurante Meson Canela,5.0,11,Excellent
La Bottega de Michele,4.5,504,Excellent
Pizzeria al Gusto Tapas,4.0,258,Excellent
Kindee Thai Cuisine,4.5,33,Excellent
Restaurante Hom,4.5,65,Excellent
Tonkotsu Ramen & asían street food,3.5,257,Average
Miss Sushi Cortes Japanese Restaurant,3.5,215,Average
El Clandestino,3.0,54,Average
Contraste,4.5,24,Excellent
La Juanita cuina fresca,4.5,187,Excellent
PizzAmore,5.0,37,Excellent
Fal&feel,5.0,66,Excellent
FORN de Sant Joan,4.5,2922,Excellent
Funky Corner,4.5,13,Excellent
Bri Restaurant,4.5,269,Excellent
Bi Bap,4.5,419,Excellent
Ciudad Jardin Pizzeria,4.0,86,Excellent
Koh,4.5,690,Excellent
Taberna La Marrana,4.5,119,Excellent
Tierra & Mar Sevilla,4.5,157,Excellent
Metropolitan Cafe,4.0,74,Excellent
EL PINTÓN,4.0,2284,Excellent
La Cochera del Abuelo,4.5,120,Excellent
Taberna Paraíso Travel,4.0,84,Excellent
Portixol Hotel,4.0,273,Excellent
Bar Restaurante Greek FLOGA,4.5,15,Excellent
Cafe Es Pes de Sa Palla,4.5,182,Excellent
Bianco e Rosso,4.5,434,Excellent
Bar Terraza La Dolce Vitae,4.0,154,Excellent
Tast Club,4.5,749,Excellent
Restaurante La Bonita de Vegueta,4.5,264,Excellent
Lorien,4.5,119,Excellent
VIPS Fan Mallorca,3.0,342,Average
The Hip Fish - Gràcia,4.0,152,Excellent
Sumaq Restaurante,4.5,558,Excellent
Match from Scratch,5.0,12,Excellent
Eroica Caffe Barcelona,4.5,58,Excellent
Watatsumi Arenas,5.0,1 review,Excellent
Colmado Hispania,4.5,99,Excellent
Xampu Xampany,4.0,119,Excellent
Creplovers,5.0,25,Excellent
El antojo,4.0,1401,Excellent
Chiripa Restaurant & Bar,5.0,67,Excellent
Bruselas Steak House,4.5,652,Excellent
Tortuga,5.0,18,Excellent
Restaurante Etiopico Afrika,4.5,62,Excellent
Happetito,5.0,40,Excellent
La Rosa Vermutería & Colmado,4.0,1101,Excellent
Koa,4.5,1341,Excellent
Caleuche,4.0,101,Excellent
Dara Feeling Food,4.5,235,Excellent
Alta Marea,4.5,102,Excellent
Restaurante Señorío,4.5,116,Excellent
Abades Triana,3.5,2184,Average
RAGÙ Triana,5.0,63,Excellent
El Raco de Còrcega,3.5,94,Average
Catrina Mexican Grill -Palma-,4.5,19,Excellent
el Neo Tapas & Cocktails,4.5,1143,Excellent
Le Bistrot de Christobal,4.5,39,Excellent
Bella Ciao,4.5,43,Excellent
Sorsi e Morsi Cortes Valencianas,4.0,32,Excellent
Diwali Indian Restaurante,4.5,475,Excellent
The Crow's Nest Restaurant Mallorca,4.5,760,Excellent
La Hacienda,3.5,466,Average
La Antigua Abaceria,4.0,333,Excellent
Pausa Pizza Al Taglio Palma,5.0,76,Excellent
Restaurante Tribeca,4.5,396,Excellent
Mr Robinson Barcelona,4.0,213,Excellent
The Haissala's,4.5,19,Excellent
Anteo Restaurante,5.0,86,Excellent
La Consentida,4.5,16,Excellent
Ferro Restaurant,4.0,67,Excellent
Marchica Palma,4.5,141,Excellent
San Andrea,4.5,554,Excellent
Tasu,4.0,424,Excellent
La Meme,4.0,597,Excellent
Ananás Coffee & Brunch,5.0,43,Excellent
Italian Break,4.5,66,Excellent
La Parada Del Mar,4.5,2292,Excellent
El Churrasco Las Palmas,4.5,1343,Excellent
Vergel Bistró - Cocina de Mercado,5.0,13,Excellent
Gula Sevilla,4.5,56,Excellent
Bar Carmela,4.0,773,Excellent
pinXitos,4.5,567,Excellent
Bar Dia,4.0,972,Excellent
Aromata,4.0,535,Excellent
Restaurante Marisqueria Cala Gamba,3.5,127,Average
Kakure Sushibar,4.0,292,Excellent
DINS Santi Taura,4.5,70,Excellent
Arroceria Criaito Triana,4.0,182,Excellent
Regno Borbonico,4.5,288,Excellent
Bodega can Rigo,4.5,140,Excellent
Tast Union,4.0,2049,Excellent
The Rebel Pigs,4.5,40,Excellent
64Restaurante,4.5,43,Excellent
Seul BBQ Restaurant,5.0,89,Excellent
Dsantos Casa Cocktail Restaurant,4.5,17,Excellent
El Olmo de Tirso Restaurante,4.0,33,Excellent
Piel De Gallina,4.5,15,Excellent
Lola,4.5,46,Excellent
Mama's Cafe,4.0,224,Excellent
Arrocería 1836,4.5,10,Excellent
Mesones del Serranito,4.0,252,Excellent
Pope,4.0,304,Excellent
Salzburg Cerveceria,3.5,233,Average
Bing Bing Café,4.5,40,Excellent
14 De La Rosa,5.0,18,Excellent
Mariscal Cocina Sincera,4.5,347,Excellent
Restaurante Japones Shogun,4.5,432,Excellent
Conservas Latorre,4.5,7,Excellent
BIOLOCO,4.5,352,Excellent
Osteria Casa Rosita,4.5,299,Excellent
Panrallao,4.0,387,Excellent
La Champiñoneria,4.0,233,Excellent
Restaurante Alboroque,4.0,160,Excellent
Mamarosa Beach Restaurant,3.5,774,Average
La Bulla,4.5,335,Excellent
Rosevelvet Bakery,4.5,216,Excellent
La Cecilia de Allende,4.5,1212,Excellent
La Paella Sevilla,4.0,290,Excellent
Raices,4.0,372,Excellent
Baltasar,3.5,238,Average
Bistrot Bonaire 32,5.0,31,Excellent
Kwai-Kwai,4.0,39,Excellent
El Viejo y El Mar Taberna Gallega,4.5,119,Excellent
El Parque,4.5,10,Excellent
Trattoria Pizzeria St Ambros,4.0,712,Excellent
El Novillo Precoz,4.5,678,Excellent
Kento,4.0,85,Excellent
Gaudí terraza café,4.0,286,Excellent
M.C. Fusio Asiática Restaurant,4.5,11,Excellent
Segundo Muelle,4.0,716,Excellent
Mercat 1930,4.5,333,Excellent
Taberna Restaurante Villagodio,4.0,42,Excellent
Zayka,4.0,12,Excellent
Café Regina Las Canteras,5.0,39,Excellent
Bodega Joan 140,4.0,4,Excellent
Port Vela,4.5,47,Excellent
"Arepa Olé ""Sevilla""",4.5,145,Excellent
La Estrella,4.5,3,Excellent
Cyrano Resto Bar,4.5,513,Excellent
GreenCo,4.0,61,Excellent
La Paella de Su,4.0,39,Excellent
Rufina,5.0,5,Excellent
Restaurante La Greppia Paseo Mallorca,4.5,67,Excellent
Mango con Sal,5.0,39,Excellent
Born8,4.0,647,Excellent
Bagu Grill House,5.0,228,Excellent
La Bohemia,4.0,11,Excellent
Restaurante El Panzón,4.5,40,Excellent
Holly's,4.5,96,Excellent
Piano_Piano,4.0,333,Excellent
Salvador Rojo,4.0,176,Excellent
Estragon,4.5,113,Excellent
La Raza,4.0,1179,Excellent
Figueret Restaurant,4.5,567,Excellent
Colmado Gracia,4.5,47,Excellent
Brunch & Munch,4.0,10,Excellent
Cafè Café,4.5,3,Excellent
Retruc,3.5,16,Average
Marina Bay Palma,4.5,184,Excellent
Bistro Esencia,5.0,69,Excellent
Katsuo Sushi & Ramen,4.5,66,Excellent
S'oli 13,4.5,92,Excellent
Casa Carmen Sevilla,4.0,820,Excellent
La Gorda de las Delicias,4.0,221,Excellent
Calypso Resto Bar,4.5,853,Excellent
La Maceta,4.0,116,Excellent
Il Piccollo,4.5,41,Excellent
La Quilla Taberna Marinera,4.5,460,Excellent
Bukaro Ristorante Italiano,4.5,484,Excellent
Ca'n Brondo,4.0,274,Excellent
Moya Brunch,4.5,66,Excellent
Txo Tabernie,3.5,29,Average
Restaurante Oriza,4.0,681,Excellent
Tabla Caliente,4.5,383,Excellent
Bahia Mediterraneo,4.5,356,Excellent
L'illa de Rossello,4.0,20,Excellent
Ca n'Ela Vegan Restaurant,5.0,32,Excellent
La Esquinita Latina,4.5,246,Excellent
Don Quixote,4.5,560,Excellent
Poemas by hermanos Padron,5.0,55,Excellent
Fusion19,4.5,621,Excellent
Milano Beach,4.5,195,Excellent
Bar Marcel Santalo,3.5,65,Average
El Mimat,4.5,14,Excellent
Restaurante Spala Imagen,4.5,175,Excellent
Bodega L´Antiga Carboneria,5.0,17,Excellent
Mamalupe Triana,4.5,37,Excellent
El Marrano & Co.,5.0,18,Excellent
Sitake Ya,3.5,163,Average
Sukata Sushi Bocata,4.5,99,Excellent
Tanto Amore,4.0,446,Excellent
Bar Nicolás,4.5,169,Excellent
"""Cheese's Art",3.5,376,Average
Pizzeria Sa Cova,4.5,90,Excellent
Mala Madre Portixol,4.0,68,Excellent
La Vermutera de Sevilla,5.0,43,Excellent
Tasca Txondo,4.0,24,Excellent
Mama Ines,4.5,104,Excellent
Moltabarra,4.0,187,Excellent
El Pony Pisador,4.0,225,Excellent
Don Cammillo e Peppone Triana,4.0,475,Excellent
"""La Mafia Se Sienta a La Mesa",4.5,164,Excellent
Almaq,4.5,109,Excellent
La Cuchara Sana,4.5,24,Excellent
Pier 19,4.0,340,Excellent
La Taberna de El Monje,4.0,138,Excellent
LAB - Cocktail Bar Food & Bartending Solutions,4.5,265,Excellent
Las Palmeras,4.5,583,Excellent
Cool,4.5,83,Excellent
Alma y Mezcla,5.0,26,Excellent
LA BELLOTA EXTREMEÑA,4.5,135,Excellent
La Picantina,4.5,499,Excellent
Altara,4.5,45,Excellent
Bottega Italia,5.0,73,Excellent
Caballito de Mar,4.0,1009,Excellent
Restaurante Sa Fulla,4.5,121,Excellent
7 Machos - Santa Catalina,4.5,154,Excellent
Munay Restaurante,4.5,78,Excellent
Can Iberic Mallorca,5.0,36,Excellent
Bodegon,4.0,108,Excellent
Central Café (L'illa Diagonal),3.0,87,Average
Restaurante Notifixis,3.5,83,Average
El Candil,4.0,73,Excellent
ES REBOST Restaurant Jaume III,4.0,542,Excellent
La Molienda,4.0,274,Excellent
Tast Avenidas,4.0,331,Excellent
s'Olivar. Cuina de mercat,4.5,227,Excellent
El Rincon de David,5.0,1 review,Excellent
La Matapenas,4.5,117,Excellent
Candilejas,4.0,11,Excellent
Elías Restaurante Urban Kitchen,5.0,37,Excellent
La Cervecería O'peixe tapeo,4.5,12,Excellent
Summum Del Reina Isabel,4.5,522,Excellent
Rufian,4.5,36,Excellent
Te lo Dije Pérez – Cervecería y Picoteo,4.0,404,Excellent
La Malcriada,5.0,15,Excellent
El Diván2,4.5,7,Excellent
Bar Pub The swan,4.5,190,Excellent
O'Marulo,4.0,77,Excellent
La Perpleja,4.5,326,Excellent
Hito Restaurante,4.0,322,Excellent
El Travieso,4.5,116,Excellent
Mercat de La Reina,3.5,302,Average
La leche,5.0,1 review,Excellent
Restaurante Bodegas Rubicon,4.0,261,Excellent
Bodega Siglo XVIII,4.0,278,Excellent
Casa Carmela,4.5,2401,Excellent
Taberna Tio Carlos,4.0,59,Excellent
Restaurante Haus San Vicente,3.5,177,Average
Mascaraque IVAM,4.0,39,Excellent
La Greppia Marivent,4.5,233,Excellent
Pitaclub,5.0,55,Excellent
La Createca,4.0,14,Excellent
Oliví,4.5,26,Excellent
La Taperia Bar de Tapas,4.0,368,Excellent
Enrique Tomas,4.5,3,Excellent
El Dinou,4.5,16,Excellent
Victors Bcn,4.5,22,Excellent
Restaurante El Fogon,4.5,216,Excellent
Patio San Eloy Mateos Gago,4.0,265,Excellent
Restaurante Boca a Boca,3.5,98,Average
Nimo's,4.0,973,Excellent
HARVESTcuina,5.0,62,Excellent
Lizarran Casa De Pinchos,4.0,298,Excellent
UDON Torre Sevilla,4.0,153,Excellent
Abaco,4.0,1621,Excellent
El bandarra,4.5,63,Excellent
Barajas 20,4.5,59,Excellent
Rikito,4.5,101,Excellent
GRAF Palma,4.5,101,Excellent
Simply Delicious by Ronen,4.5,189,Excellent
Door 13,5.0,42,Excellent
Restaurante De China a Mallorca,4.5,62,Excellent
Japo Santa Catalina,4.0,321,Excellent
Gelateria Gelabert 04,4.5,6,Excellent
Hestia Restaurante,4.5,87,Excellent
Absenta 1893,4.5,40,Excellent
Asia Amb Gracia,4.0,160,Excellent
El Ruedo,4.5,93,Excellent
Abacería La Juana,4.5,71,Excellent
Puerta Caleta,4.0,298,Excellent
NOW - Not Only Wine,3.5,169,Average
Sucrer,4.5,85,Excellent
Cerveceria Del Barri,5.0,5,Excellent
Taj Mahal Restaurante,4.0,375,Excellent
Sanbermut,3.5,63,Average
Samsara Beach Club,3.5,161,Average
La Tasca del Pintor,4.0,122,Excellent
Feng Wei Cafeteria,4.5,20,Excellent
Primavera Ristorante Alcudia,5.0,72,Excellent
Restaurante María Antonieta,4.0,45,Excellent
Ponme Dos,4.0,94,Excellent
Tropiko GastroBar,4.5,51,Excellent
Las Fadas Bar Rhums & Mojitos,4.5,28,Excellent
Restaurante La Mandragora,4.5,11,Excellent
La Industrial,3.5,90,Average
Veloute,4.0,540,Excellent
Tapeando,4.0,121,Excellent
Restaurante S' Albufera,4.0,373,Excellent
Bodega Vargas,4.5,74,Excellent
El Milagritos,3.5,590,Average
Casa Robles,3.5,1398,Average
La Manolita Gastro-Bar,4.5,31,Excellent
8 Canes Cocktail Bar,4.5,50,Excellent
Cafetería Amal,5.0,25,Excellent
Royal Beach Gastrosenses,3.5,518,Average
Cassalla Bar,4.5,8,Excellent
Ay Caramba!,4.5,20,Excellent
La Bernarda SlowBar,4.0,976,Excellent
El Bressol,5.0,30,Excellent
Le Petit,4.5,4,Excellent
Leon Rojo,4.0,226,Excellent
La Parchita Bar,4.0,2,Excellent
Mahalo Poké Sevilla Bermejales,5.0,20,Excellent
El Tabal Restaurante,4.0,87,Excellent
Sofartcafé,4.0,87,Excellent
Ca la Mar,4.0,479,Excellent
Gonzalez & Co,4.0,247,Excellent
Restaurante Las Lapas,3.5,405,Average
SUSHIPOINT,4.0,259,Excellent
Pizzería Ca'n Pelut,4.0,665,Excellent
Nola,4.5,338,Excellent
Es Mollet,4.5,15,Excellent
Pez Lechuga,3.5,29,Average
Mesón Jarera,4.5,15,Excellent
La Vasca,4.5,136,Excellent
Ló Ristorante,4.5,77,Excellent
Gin Burger,4.0,427,Excellent
Arabay Coffee,4.0,167,Excellent
Es Trasto,4.0,169,Excellent
Lume & Co Restaurante,4.5,404,Excellent
City Poké - Cortes Valencianas,4.0,14,Excellent
Viena,4.0,63,Excellent
Ebano Lounge,3.5,71,Average
Bodega de Uga,4.0,478,Excellent
Saor,3.5,249,Average
Duke,3.5,35,Average
Restaurante China Crown Barcelona,4.5,45,Excellent
La Frida,5.0,20,Excellent
Las Piletas,4.0,118,Excellent
Bestia Parda Restaurant,4.5,12,Excellent
Güep Cafe,4.5,21,Excellent
Restaurante Happy Day Vegetariano,4.0,98,Excellent
Mar Hotels Restaurante Escuela,4.0,3,Excellent
Restaurante kodiak gastrotapas,4.5,179,Excellent
Merendero minyones,4.5,77,Excellent
Sa Fusio' Ristorante Pizzeria,5.0,42,Excellent
Restaurante Provenzal,4.0,266,Excellent
Can Frasquet,4.5,51,Excellent
La Reserva,4.5,160,Excellent
Santiamen,4.5,11,Excellent
Ganapia,4.5,33,Excellent
Bellako Street Kebab,4.0,129,Excellent
Tierra del Ninot,3.5,40,Average
Ca Negre,5.0,9,Excellent
Bar Cantina La Lonja Del Pescado,4.5,654,Excellent
Cafeteria Lar Botanico,4.5,17,Excellent
Chilapa Muntaner,4.0,40,Excellent
Restaurante Almansa Sevilla,4.0,218,Excellent
Fusion Sushi Nikkei & Burgers,5.0,24,Excellent
El Raco de Montjuic,4.0,5,Excellent
Restaurante El Duende,3.5,234,Average
La Piazza,4.0,70,Excellent
Oxid La Tertulia,3.0,35,Average
Restaurante Espurnes,4.5,18,Excellent
MATEOS Bar,3.5,375,Average
Lucuma & Camote,4.5,9,Excellent
El Picoteo de Plaza Nueva,4.0,172,Excellent
Fabiola Gastronomic Garden,4.5,85,Excellent
Petit Ca'n Punta Port,4.5,7,Excellent
NOMÏT,4.5,100,Excellent
Bocalto Palma,4.0,144,Excellent
La Mandarina,3.5,36,Average
La Chica De Santa Catalina,4.0,276,Excellent
Il Pirata del Molinar,4.5,23,Excellent
Flor de Lis,5.0,74,Excellent
Osteria Petramala,5.0,9,Excellent
La Porteña,5.0,19,Excellent
"La Tagliatella C.C. Nuevocentro, Valencia",3.0,258,Average
Terraviva,4.5,63,Excellent
Restaurante Frances Petit Gourmet,5.0,34,Excellent
El Nou,4.0,73,Excellent
